,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
37,frozenset({'Adventure'}),"frozenset({'Action', 'RPG'})",0.387429917142888,0.07258369432531409,0.05062169840875455,0.1306602721391925,1.8001325690806538,1.0,0.022500603730373405,1.0668053879888684,0.7256073553918467,0.12365094862390162,0.06262190718291104,0.41404274211216213
32,"frozenset({'Action', 'RPG'})",frozenset({'Adventure'}),0.07258369432531409,0.387429917142888,0.05062169840875455,0.6974252120851318,1.8001325690806538,1.0,0.022500603730373405,2.0245245384736528,0.4792727441758261,0.12365094862390162,0.5060568637246903,0.41404274211216213
59,frozenset({'Adventure'}),"frozenset({'Indie', 'RPG'})",0.387429917142888,0.12822867266579524,0.08062094221607666,0.20809167967878653,1.6228170763425098,1.0,0.030941318189825102,1.1008488040390803,0.626520318330741,0.1853194606540687,0.09161004096935019,0.4184097825521144
54,"frozenset({'Indie', 'RPG'})",frozenset({'Adventure'}),0.12822867266579524,0.387429917142888,0.08062094221607666,0.6287278854254423,1.6228170763425098,1.0,0.030941318189825102,1.6499221428440936,0.4402388462179788,0.1853194606540687,0.39391079492016173,0.4184097825521144
22,frozenset({'Strategy'}),frozenset({'Simulation'}),0.19185688513433222,0.20101761928939493,0.06153247847551556,0.3207207207207207,1.5954856188949054,1.0,0.022965864181533194,1.1762207461389547,0.4618384707361865,0.18570683359415754,0.1498194507429104,0.31341281091925977
23,frozenset({'Simulation'}),frozenset({'Strategy'}),0.20101761928939493,0.19185688513433222,0.06153247847551556,0.3061049011177988,1.5954856188949054,1.0,0.022965864181533194,1.1646473885858384,0.46713368068716454,0.18570683359415754,0.1413710194170958,0.31341281091925977
35,frozenset({'RPG'}),"frozenset({'Action', 'Adventure'})",0.1799414490812259,0.18054640322354135,0.05062169840875455,0.28132316743711355,1.558176526445651,1.0,0.01813391698630721,1.1402254249023032,0.4368275791134395,0.16336633663366337,0.12298044039345819,0.28085185476504754
34,"frozenset({'Action', 'Adventure'})",frozenset({'RPG'}),0.18054640322354135,0.1799414490812259,0.05062169840875455,0.2803805420929815,1.5581765264456509,1.0,0.01813391698630721,1.1395725086476653,0.4371500630887395,0.16336633663366337,0.12247795343299092,0.28085185476504754
55,"frozenset({'Indie', 'Adventure'})",frozenset({'RPG'}),0.29196599293499986,0.1799414490812259,0.08062094221607666,0.27613127613127614,1.5345618118626465,1.0,0.02808415836491382,1.1328829715641846,0.49199356946406486,0.20604069462466526,0.11729629176146197,0.36208556962594307
58,frozenset({'RPG'}),"frozenset({'Indie', 'Adventure'})",0.1799414490812259,0.29196599293499986,0.08062094221607666,0.44803986312060995,1.5345618118626463,1.0,0.02808415836491382,1.2827629384034922,0.4247845206266959,0.20604069462466526,0.22043273151889994,0.36208556962594307
8,frozenset({'RPG'}),frozenset({'Adventure'}),0.1799414490812259,0.387429917142888,0.1027881904309218,0.5712313141622141,1.4744119875273811,1.0,0.03307348972281125,1.4286726225358324,0.39236651731653555,0.22124819792587083,0.30004958153041167,0.41826957187031066
9,frozenset({'Adventure'}),frozenset({'RPG'}),0.387429917142888,0.1799414490812259,0.1027881904309218,0.2653078295784073,1.4744119875273811,1.0,0.03307348972281125,1.1161933989962014,0.5252680903365284,0.22124819792587083,0.10409790910848861,0.41826957187031066
42,"frozenset({'Indie', 'Action'})",frozenset({'Early Access'}),0.30690619969968347,0.13068089749268114,0.05439185904568484,0.17722632875747976,1.3561762442548684,1.0,0.014285081422862174,1.0565713669404462,0.3789280922041477,0.14194294091114118,0.05354240017336644,0.2967226130023656
43,frozenset({'Early Access'}),"frozenset({'Indie', 'Action'})",0.13068089749268114,0.30690619969968347,0.05439185904568484,0.41621889724725136,1.3561762442548684,1.0,0.014285081422862174,1.187249462224997,0.30211312590374184,0.14194294091114118,0.15771703267321519,0.2967226130023656
40,"frozenset({'Early Access', 'Indie'})",frozenset({'Action'}),0.09771089673648846,0.4105478075813717,0.05439185904568484,0.556661138750691,1.3558984568206693,1.0,0.014276864613709694,1.3295748330240629,0.2909063665114754,0.11984100537915934,0.24787986718615812,0.34457359642512975
45,frozenset({'Action'}),"frozenset({'Early Access', 'Indie'})",0.4105478075813717,0.09771089673648846,0.05439185904568484,0.13248605409956846,1.3558984568206691,1.0,0.014276864613709694,1.0400859923087291,0.4452975965638133,0.11984100537915934,0.03854103661154821,0.34457359642512975
62,"frozenset({'Simulation', 'Indie'})",frozenset({'Casual'}),0.13875055364106775,0.42463459689528893,0.07834156142985232,0.5646216132046091,1.3296646512856787,1.0,0.019423276015479357,1.3215295489050265,0.28787324464249603,0.1615144766146993,0.24330106668551965,0.37455665986372716
67,frozenset({'Casual'}),"frozenset({'Simulation', 'Indie'})",0.42463459689528893,0.13875055364106775,0.07834156142985232,0.18449170652284522,1.3296646512856787,1.0,0.019423276015479357,1.0560891326889477,0.43090994215510403,0.1615144766146993,0.0531102261663626,0.37455665986372716
3,frozenset({'Action'}),frozenset({'Early Access'}),0.4105478075813717,0.13068089749268114,0.06891075846125592,0.1678507525523629,1.2844321991419096,1.0,0.015260002502869706,1.0446672939664234,0.3756807891604949,0.1458990897031243,0.04275743504597476,0.34758578794849687
2,frozenset({'Early Access'}),frozenset({'Action'}),0.13068089749268114,0.4105478075813717,0.06891075846125592,0.5273208233446308,1.2844321991419096,1.0,0.015260002502869706,1.247044975811148,0.2547348426849389,0.1458990897031243,0.19810430305487275,0.34758578794849687
65,frozenset({'Simulation'}),"frozenset({'Indie', 'Casual'})",0.20101761928939493,0.32141429636271324,0.07834156142985232,0.38972484952708514,1.2125311597443196,1.0,0.013731624769443687,1.1119340237128066,0.21937771157147395,0.1764090588435622,0.10066606590474947,0.31673248828654865
64,"frozenset({'Indie', 'Casual'})",frozenset({'Simulation'}),0.32141429636271324,0.20101761928939493,0.07834156142985232,0.24374012704601214,1.2125311597443196,1.0,0.013731624769443687,1.056491834731018,0.2583003522277411,0.1764090588435622,0.05347115128949444,0.31673248828654865
39,frozenset({'Indie'}),"frozenset({'Casual', 'Action'})",0.6967883416694574,0.13281984249586795,0.11214337413172877,0.1609432411900591,1.2117409429623895,1.0,0.019596056338234427,1.0335178739684778,0.5763007235363027,0.15630505156967553,0.03243086047440741,0.5026351016849036
38,"frozenset({'Casual', 'Action'})",frozenset({'Indie'}),0.13281984249586795,0.6967883416694574,0.11214337413172877,0.8443269621797479,1.2117409429623895,1.0,0.019596056338234427,1.9477467811776503,0.20150495438394678,0.15630505156967553,0.48658623920539706,0.5026351016849036
73,frozenset({'Casual'}),"frozenset({'Strategy', 'Indie'})",0.42463459689528893,0.1339001177500027,0.06830580431894047,0.16085784064312608,1.2013271037106525,1.0,0.011447181793936348,1.0321253348941304,0.29127098618011504,0.1393345085940943,0.03112542034192553,0.335491445533342
68,"frozenset({'Strategy', 'Indie'})",frozenset({'Casual'}),0.1339001177500027,0.42463459689528893,0.06830580431894047,0.5101250504235578,1.2013271037106523,1.0,0.011447181793936348,1.1745148503759706,0.1934964451684974,0.1393345085940943,0.14858462651205054,0.335491445533342
33,"frozenset({'RPG', 'Adventure'})",frozenset({'Action'}),0.1027881904309218,0.4105478075813717,0.05062169840875455,0.49248554913294795,1.1995814860985123,1.0,0.008422232182083073,1.1614490807337434,0.18543662582328074,0.10940162958466601,0.13900659392811987,0.307894179681725
36,frozenset({'Action'}),"frozenset({'RPG', 'Adventure'})",0.4105478075813717,0.1027881904309218,0.05062169840875455,0.12330281023050206,1.1995814860985123,1.0,0.008422232182083073,1.0233998922763445,0.282255173116957,0.10940162958466601,0.022864857083672613,0.307894179681725
26,"frozenset({'Indie', 'Action'})",frozenset({'Adventure'}),0.30690619969968347,0.387429917142888,0.14256392528816342,0.464519535374868,1.1989769370431675,1.0,0.02365928176787642,1.143963455858184,0.23944176096580308,0.2583746108816101,0.12584620174792624,0.41624649532517655
31,frozenset({'Adventure'}),"frozenset({'Indie', 'Action'})",0.387429917142888,0.30690619969968347,0.14256392528816342,0.36797345527548514,1.1989769370431673,1.0,0.02365928176787642,1.0966213461847865,0.2709169198801686,0.2583746108816101,0.0881082121198333,0.41624649532517655
27,"frozenset({'Indie', 'Adventure'})",frozenset({'Action'}),0.29196599293499986,0.4105478075813717,0.14256392528816342,0.4882894882894882,1.1893608473179043,1.0,0.022697927000380966,1.1519251196311107,0.22486529498490865,0.254601226993865,0.1318880168875586,0.41777120451733646
30,frozenset({'Action'}),"frozenset({'Indie', 'Adventure'})",0.4105478075813717,0.29196599293499986,0.14256392528816342,0.3472529207451847,1.1893608473179043,1.0,0.022697927000380966,1.0846988513120597,0.27010210141850793,0.254601226993865,0.07808513045773705,0.41777120451733646
13,frozenset({'Casual'}),frozenset({'Simulation'}),0.42463459689528893,0.20101761928939493,0.10024954358370512,0.2360842576574743,1.1744455958240938,1.0,0.014890507847902246,1.045903803815521,0.25815667671693515,0.19080516489842914,0.0438891259865975,0.3673972449078429
12,frozenset({'Simulation'}),frozenset({'Casual'}),0.20101761928939493,0.42463459689528893,0.10024954358370512,0.49871023215821153,1.1744455958240938,1.0,0.014890507847902246,1.1477700922997924,0.18590450046133344,0.19080516489842914,0.12874537617869514,0.3673972449078429
72,frozenset({'Indie'}),"frozenset({'Strategy', 'Casual'})",0.6967883416694574,0.08577385517829943,0.06830580431894047,0.09802948791491606,1.1428830814604365,1.0,0.008539582010657014,1.013587620185371,0.41231877257218447,0.09563205178620045,0.013405471727136855,0.4471885474839064
69,"frozenset({'Strategy', 'Casual'})",frozenset({'Indie'}),0.08577385517829943,0.6967883416694574,0.06830580431894047,0.7963476070528968,1.1428830814604363,1.0,0.008539582010657014,1.4888686253212795,0.13674938033719025,0.09563205178620045,0.32834906788084656,0.4471885474839064
61,frozenset({'Indie'}),"frozenset({'Simulation', 'Adventure'})",0.6967883416694574,0.06631809785133252,0.0525877993712798,0.07547169811320754,1.1380256756216824,1.0,0.0063781219467770114,1.009900832936314,0.40000178138805753,0.07401325792130391,0.00980376747242287,0.43421736070345174
